match_id,league_name,season,home_team,away_team,match_date,home_score,away_score,label,label_name
4507129,La Liga,2024/2025,Deportivo Alaves,Osasuna,2025-05-24 00:00:00+00:00,1,1,1,D
4507131,La Liga,2024/2025,Espanyol,Las Palmas,2025-05-24 00:00:00+00:00,2,0,0,H
4507134,La Liga,2024/2025,Rayo Vallecano,Mallorca,2025-05-24 00:00:00+00:00,0,0,1,D
4507128,La Liga,2024/2025,Real Madrid,Real Sociedad,2025-05-24 00:00:00+00:00,2,0,0,H
4535604,Serie A,2024/2025,Como,Inter,2025-05-23 18:45:00+00:00,0,2,2,A
4535608,Serie A,2024/2025,Napoli,Cagliari,2025-05-23 18:45:00+00:00,2,0,0,H
4506591,Premier League,2024/2025,Manchester City,AFC Bournemouth,2025-05-20 00:00:00+00:00,3,1,0,H
4506588,Premier League,2024/2025,Crystal Palace,Wolverhampton Wanderers,2025-05-20 00:00:00+00:00,4,2,0,H
4506586,Premier League,2024/2025,Brighton & Hove Albion,Liverpool,2025-05-19 00:00:00+00:00,3,2,0,H
4535595,Serie A,2024/2025,Hellas Verona,Como,2025-05-18 18:45:00+00:00,1,1,1,D
4535596,Serie A,2024/2025,Inter,Lazio,2025-05-18 18:45:00+00:00,2,2,1,D
4535600,Serie A,2024/2025,Parma,Napoli,2025-05-18 18:45:00+00:00,0,0,1,D
4535599,Serie A,2024/2025,Monza,Empoli,2025-05-18 18:45:00+00:00,1,3,2,A
4535598,Serie A,2024/2025,Lecce,Torino,2025-05-18 18:45:00+00:00,1,0,0,H
4535601,Serie A,2024/2025,Roma,Milan,2025-05-18 18:45:00+00:00,3,1,0,H
4535592,Serie A,2024/2025,Cagliari,Venezia,2025-05-18 18:45:00+00:00,3,0,0,H
4535597,Serie A,2024/2025,Juventus,Udinese,2025-05-18 18:45:00+00:00,2,0,0,H
4535593,Serie A,2024/2025,Fiorentina,Bologna,2025-05-18 18:45:00+00:00,3,2,0,H
4506585,Premier League,2024/2025,Brentford,Fulham,2025-05-18 00:00:00+00:00,2,3,2,A
4506589,Premier League,2024/2025,Everton,Southampton,2025-05-18 00:00:00+00:00,2,0,0,H
4506590,Premier League,2024/2025,Leicester City,Ipswich Town,2025-05-18 00:00:00+00:00,2,0,0,H
4507122,La Liga,2024/2025,Sevilla,Real Madrid,2025-05-18 00:00:00+00:00,0,2,2,A
4506592,Premier League,2024/2025,West Ham United,Nottingham Forest,2025-05-18 00:00:00+00:00,1,2,2,A
4507125,La Liga,2024/2025,Osasuna,Espanyol,2025-05-18 00:00:00+00:00,2,0,0,H
4507120,La Liga,2024/2025,Mallorca,Getafe,2025-05-18 00:00:00+00:00,1,2,2,A
4507124,La Liga,2024/2025,Las Palmas,Leganes,2025-05-18 00:00:00+00:00,0,1,2,A
4506583,Premier League,2024/2025,Arsenal,Newcastle United,2025-05-18 00:00:00+00:00,1,0,0,H
4507121,La Liga,2024/2025,Real Sociedad,Girona,2025-05-18 00:00:00+00:00,3,2,0,H
4507123,La Liga,2024/2025,Real Valladolid,Deportivo Alaves,2025-05-18 00:00:00+00:00,0,1,2,A
4507118,La Liga,2024/2025,Celta Vigo,Rayo Vallecano,2025-05-18 00:00:00+00:00,1,2,2,A
4507117,La Liga,2024/2025,Barcelona,Villarreal,2025-05-18 00:00:00+00:00,2,3,2,A
4535594,Serie A,2024/2025,Genoa,Atalanta,2025-05-17 18:45:00+00:00,2,3,2,A
4513025,Ligue 1,2024/2025,Paris Saint-Germain,Auxerre,2025-05-17 00:00:00+00:00,3,1,0,H
4513022,Ligue 1,2024/2025,Strasbourg,Le Havre,2025-05-17 00:00:00+00:00,2,3,2,A
4513018,Ligue 1,2024/2025,Lyon,Angers,2025-05-17 00:00:00+00:00,2,0,0,H
4513024,Ligue 1,2024/2025,Lens,Monaco,2025-05-17 00:00:00+00:00,4,0,0,H
4513021,Ligue 1,2024/2025,Lille,Reims,2025-05-17 00:00:00+00:00,2,1,0,H
4513019,Ligue 1,2024/2025,Nice,Brest,2025-05-17 00:00:00+00:00,6,0,0,H
4513017,Ligue 1,2024/2025,Marseille,Rennes,2025-05-17 00:00:00+00:00,4,2,0,H
4513023,Ligue 1,2024/2025,Nantes,Montpellier,2025-05-17 00:00:00+00:00,3,0,0,H
4506584,Premier League,2024/2025,Aston Villa,Tottenham Hotspur,2025-05-16 00:00:00+00:00,2,0,0,H
4506587,Premier League,2024/2025,Chelsea,Manchester United,2025-05-16 00:00:00+00:00,1,0,0,H
4507110,La Liga,2024/2025,Rayo Vallecano,Real Betis,2025-05-15 00:00:00+00:00,2,2,1,D
4507107,La Liga,2024/2025,Espanyol,Barcelona,2025-05-15 00:00:00+00:00,0,2,2,A
4507113,La Liga,2024/2025,Real Madrid,Mallorca,2025-05-14 00:00:00+00:00,2,1,0,H
4507106,La Liga,2024/2025,Deportivo Alaves,Valencia,2025-05-14 00:00:00+00:00,1,0,0,H
4507115,La Liga,2024/2025,Villarreal,Leganes,2025-05-14 00:00:00+00:00,3,0,0,H
4507112,La Liga,2024/2025,Real Valladolid,Girona,2025-05-13 00:00:00+00:00,0,1,2,A
4507111,La Liga,2024/2025,Real Sociedad,Celta Vigo,2025-05-13 00:00:00+00:00,0,1,2,A
4507114,La Liga,2024/2025,Sevilla,Las Palmas,2025-05-13 00:00:00+00:00,1,0,0,H
4535622,Serie A,2024/2025,Atalanta,Roma,2025-05-12 18:45:00+00:00,2,1,0,H
4535631,Serie A,2024/2025,Venezia,Fiorentina,2025-05-12 16:30:00+00:00,2,1,0,H
4535628,Serie A,2024/2025,Napoli,Genoa,2025-05-11 18:45:00+00:00,2,2,1,D
4535629,Serie A,2024/2025,Torino,Inter,2025-05-11 16:00:00+00:00,0,2,2,A
4535625,Serie A,2024/2025,Hellas Verona,Lecce,2025-05-11 13:00:00+00:00,1,1,1,D
4535630,Serie A,2024/2025,Udinese,Monza,2025-05-11 10:30:00+00:00,1,2,2,A
4507097,La Liga,2024/2025,Barcelona,Real Madrid,2025-05-11 00:00:00+00:00,4,3,0,H
4507105,La Liga,2024/2025,Leganes,Espanyol,2025-05-11 00:00:00+00:00,3,2,0,H
4506576,Premier League,2024/2025,Liverpool,Arsenal,2025-05-11 00:00:00+00:00,2,2,1,D
4506577,Premier League,2024/2025,Manchester United,West Ham United,2025-05-11 00:00:00+00:00,0,2,2,A
4506578,Premier League,2024/2025,Newcastle United,Chelsea,2025-05-11 00:00:00+00:00,2,0,0,H
4506579,Premier League,2024/2025,Nottingham Forest,Leicester City,2025-05-11 00:00:00+00:00,2,2,1,D
4506581,Premier League,2024/2025,Tottenham Hotspur,Crystal Palace,2025-05-11 00:00:00+00:00,0,2,2,A
4535624,Serie A,2024/2025,Empoli,Parma,2025-05-10 18:45:00+00:00,2,1,0,H
4535626,Serie A,2024/2025,Lazio,Juventus,2025-05-10 16:00:00+00:00,1,1,1,D
4535623,Serie A,2024/2025,Como,Cagliari,2025-05-10 13:00:00+00:00,3,1,0,H
4507103,La Liga,2024/2025,Valencia,Getafe,2025-05-10 00:00:00+00:00,3,0,0,H
4514153,Ligue 1,2024/2025,Brest,Lille,2025-05-10 00:00:00+00:00,2,0,0,H
4514150,Ligue 1,2024/2025,Rennes,Nice,2025-05-10 00:00:00+00:00,2,0,0,H
4514147,Ligue 1,2024/2025,Auxerre,Nantes,2025-05-10 00:00:00+00:00,1,1,1,D
4514154,Ligue 1,2024/2025,Monaco,Lyon,2025-05-10 00:00:00+00:00,2,0,0,H
4506574,Premier League,2024/2025,Fulham,Everton,2025-05-10 00:00:00+00:00,1,3,2,A
4506575,Premier League,2024/2025,Ipswich Town,Brentford,2025-05-10 00:00:00+00:00,0,1,2,A
4514152,Ligue 1,2024/2025,Toulouse,Lens,2025-05-10 00:00:00+00:00,1,1,1,D
4506582,Premier League,2024/2025,Wolverhampton Wanderers,Brighton & Hove Albion,2025-05-10 00:00:00+00:00,0,2,2,A
4506573,Premier League,2024/2025,AFC Bournemouth,Aston Villa,2025-05-10 00:00:00+00:00,0,1,2,A
4506580,Premier League,2024/2025,Southampton,Manchester City,2025-05-10 00:00:00+00:00,0,0,1,D
4514149,Ligue 1,2024/2025,Le Havre,Marseille,2025-05-10 00:00:00+00:00,1,3,2,A
4507099,La Liga,2024/2025,Celta Vigo,Sevilla,2025-05-10 00:00:00+00:00,3,2,0,H
4507101,La Liga,2024/2025,Mallorca,Real Valladolid,2025-05-10 00:00:00+00:00,2,1,0,H
4514151,Ligue 1,2024/2025,Montpellier,Paris Saint-Germain,2025-05-10 00:00:00+00:00,1,4,2,A
4507100,La Liga,2024/2025,Girona,Villarreal,2025-05-10 00:00:00+00:00,0,1,2,A
4514148,Ligue 1,2024/2025,Angers,Strasbourg,2025-05-10 00:00:00+00:00,2,1,0,H
4535627,Serie A,2024/2025,Milan,Bologna,2025-05-09 18:45:00+00:00,3,1,0,H
4507102,La Liga,2024/2025,Las Palmas,Rayo Vallecano,2025-05-09 00:00:00+00:00,0,1,2,A
4535615,Serie A,2024/2025,Genoa,Milan,2025-05-05 18:45:00+00:00,1,2,2,A
4507086,La Liga,2024/2025,Girona,Mallorca,2025-05-05 00:00:00+00:00,1,0,0,H
4506567,Premier League,2024/2025,Crystal Palace,Nottingham Forest,2025-05-05 00:00:00+00:00,1,1,1,D
4535612,Serie A,2024/2025,Bologna,Juventus,2025-05-04 18:45:00+00:00,1,1,1,D
4535620,Serie A,2024/2025,Roma,Fiorentina,2025-05-04 16:00:00+00:00,1,0,0,H
4535618,Serie A,2024/2025,Monza,Atalanta,2025-05-04 13:00:00+00:00,0,4,2,A
4535614,Serie A,2024/2025,Empoli,Lazio,2025-05-04 10:30:00+00:00,0,1,2,A
4514140,Ligue 1,2024/2025,Brest,Montpellier,2025-05-04 00:00:00+00:00,1,0,0,H
4506571,Premier League,2024/2025,West Ham United,Tottenham Hotspur,2025-05-04 00:00:00+00:00,1,1,1,D
4506565,Premier League,2024/2025,Brentford,Manchester United,2025-05-04 00:00:00+00:00,4,3,0,H
4514138,Ligue 1,2024/2025,Lille,Marseille,2025-05-04 00:00:00+00:00,1,1,1,D
4514137,Ligue 1,2024/2025,Lyon,Lens,2025-05-04 00:00:00+00:00,1,2,2,A
4506566,Premier League,2024/2025,Chelsea,Liverpool,2025-05-04 00:00:00+00:00,3,1,0,H
4506572,Premier League,2024/2025,Brighton & Hove Albion,Newcastle United,2025-05-04 00:00:00+00:00,1,1,1,D
4514145,Ligue 1,2024/2025,Auxerre,Le Havre,2025-05-04 00:00:00+00:00,1,2,2,A
4514142,Ligue 1,2024/2025,Nantes,Angers,2025-05-04 00:00:00+00:00,0,1,2,A
4507095,La Liga,2024/2025,Sevilla,Leganes,2025-05-04 00:00:00+00:00,2,2,1,D
4507092,La Liga,2024/2025,Real Madrid,Celta Vigo,2025-05-04 00:00:00+00:00,3,2,0,H
4535616,Serie A,2024/2025,Inter,Hellas Verona,2025-05-03 18:45:00+00:00,1,0,0,H
4535617,Serie A,2024/2025,Lecce,Napoli,2025-05-03 16:00:00+00:00,0,1,2,A
4535619,Serie A,2024/2025,Parma,Como,2025-05-03 13:00:00+00:00,0,1,2,A
4535613,Serie A,2024/2025,Cagliari,Udinese,2025-05-03 13:00:00+00:00,1,2,2,A
4507087,La Liga,2024/2025,Las Palmas,Valencia,2025-05-03 00:00:00+00:00,2,3,2,A
4506569,Premier League,2024/2025,Leicester City,Southampton,2025-05-03 00:00:00+00:00,2,0,0,H
4507091,La Liga,2024/2025,Real Valladolid,Barcelona,2025-05-03 00:00:00+00:00,1,2,2,A
4506568,Premier League,2024/2025,Everton,Ipswich Town,2025-05-03 00:00:00+00:00,2,2,1,D
4514144,Ligue 1,2024/2025,Strasbourg,Paris Saint-Germain,2025-05-03 00:00:00+00:00,2,1,0,H
4506563,Premier League,2024/2025,Arsenal,AFC Bournemouth,2025-05-03 00:00:00+00:00,1,2,2,A
4514143,Ligue 1,2024/2025,Toulouse,Rennes,2025-05-03 00:00:00+00:00,2,1,0,H
4507094,La Liga,2024/2025,Villarreal,Osasuna,2025-05-03 00:00:00+00:00,4,2,0,H
4506564,Premier League,2024/2025,Aston Villa,Fulham,2025-05-03 00:00:00+00:00,1,0,0,H
4535621,Serie A,2024/2025,Torino,Venezia,2025-05-02 18:45:00+00:00,1,1,1,D
4506570,Premier League,2024/2025,Manchester City,Wolverhampton Wanderers,2025-05-02 00:00:00+00:00,1,0,0,H
4514139,Ligue 1,2024/2025,Nice,Reims,2025-05-02 00:00:00+00:00,1,0,0,H
4507093,La Liga,2024/2025,Rayo Vallecano,Getafe,2025-05-02 00:00:00+00:00,1,0,0,H
4506560,Premier League,2024/2025,Nottingham Forest,Brentford,2025-05-01 00:00:00+00:00,0,2,2,A
4535585,Serie A,2024/2025,Hellas Verona,Cagliari,2025-04-28 18:45:00+00:00,0,2,2,A
4535588,Serie A,2024/2025,Lazio,Parma,2025-04-28 18:45:00+00:00,2,2,1,D
4535590,Serie A,2024/2025,Udinese,Bologna,2025-04-28 16:30:00+00:00,0,0,1,D
4535589,Serie A,2024/2025,Napoli,Torino,2025-04-27 18:45:00+00:00,2,0,0,H
4535582,Serie A,2024/2025,Atalanta,Lecce,2025-04-27 18:45:00+00:00,1,1,1,D
4535587,Serie A,2024/2025,Juventus,Monza,2025-04-27 16:00:00+00:00,2,0,0,H
4535584,Serie A,2024/2025,Fiorentina,Empoli,2025-04-27 13:00:00+00:00,2,1,0,H
4535586,Serie A,2024/2025,Inter,Roma,2025-04-27 13:00:00+00:00,0,1,2,A
4535591,Serie A,2024/2025,Venezia,Milan,2025-04-27 10:30:00+00:00,0,2,2,A
4535583,Serie A,2024/2025,Como,Genoa,2025-04-27 10:30:00+00:00,1,0,0,H
4514132,Ligue 1,2024/2025,Lens,Auxerre,2025-04-27 00:00:00+00:00,0,4,2,A
4514135,Ligue 1,2024/2025,Marseille,Brest,2025-04-27 00:00:00+00:00,4,1,0,H
4514133,Ligue 1,2024/2025,Angers,Lille,2025-04-27 00:00:00+00:00,0,2,2,A
4514131,Ligue 1,2024/2025,Montpellier,Reims,2025-04-27 00:00:00+00:00,0,0,1,D
4514130,Ligue 1,2024/2025,Nantes,Toulouse,2025-04-27 00:00:00+00:00,0,0,1,D
4506557,Premier League,2024/2025,Liverpool,Tottenham Hotspur,2025-04-27 00:00:00+00:00,5,1,0,H
4506553,Premier League,2024/2025,AFC Bournemouth,Manchester United,2025-04-27 00:00:00+00:00,1,1,1,D
4506555,Premier League,2024/2025,Brighton & Hove Albion,West Ham United,2025-04-26 00:00:00+00:00,3,2,0,H
4506559,Premier League,2024/2025,Newcastle United,Ipswich Town,2025-04-26 00:00:00+00:00,3,0,0,H
4506562,Premier League,2024/2025,Wolverhampton Wanderers,Leicester City,2025-04-26 00:00:00+00:00,3,0,0,H
4514136,Ligue 1,2024/2025,Lyon,Rennes,2025-04-26 00:00:00+00:00,4,1,0,H
4514128,Ligue 1,2024/2025,Le Havre,Monaco,2025-04-26 00:00:00+00:00,1,1,1,D
4506556,Premier League,2024/2025,Chelsea,Everton,2025-04-26 00:00:00+00:00,1,0,0,H
4506561,Premier League,2024/2025,Southampton,Fulham,2025-04-26 00:00:00+00:00,1,2,2,A
4514134,Ligue 1,2024/2025,Paris Saint-Germain,Nice,2025-04-25 00:00:00+00:00,1,3,2,A
4535531,Serie A,2024/2025,Torino,Udinese,2025-04-23 16:30:00+00:00,2,0,0,H
4507083,La Liga,2024/2025,Deportivo Alaves,Real Sociedad,2025-04-23 00:00:00+00:00,1,0,0,H
4506554,Premier League,2024/2025,Arsenal,Crystal Palace,2025-04-23 00:00:00+00:00,2,2,1,D
4507081,La Liga,2024/2025,Getafe,Real Madrid,2025-04-23 00:00:00+00:00,0,1,2,A
4506558,Premier League,2024/2025,Manchester City,Aston Villa,2025-04-22 00:00:00+00:00,2,1,0,H
4514058,Ligue 1,2024/2025,Nantes,Paris Saint-Germain,2025-04-22 00:00:00+00:00,1,1,1,D
4514122,Ligue 1,2024/2025,Lille,Auxerre,2025-04-20 00:00:00+00:00,3,1,0,H
4514121,Ligue 1,2024/2025,Brest,Lens,2025-04-20 00:00:00+00:00,1,3,2,A
4514125,Ligue 1,2024/2025,Reims,Toulouse,2025-04-20 00:00:00+00:00,1,0,0,H
4514120,Ligue 1,2024/2025,Nice,Angers,2025-04-20 00:00:00+00:00,2,1,0,H
4514126,Ligue 1,2024/2025,Monaco,Strasbourg,2025-04-19 00:00:00+00:00,0,0,1,D
4514124,Ligue 1,2024/2025,Marseille,Montpellier,2025-04-19 00:00:00+00:00,5,1,0,H
4514123,Ligue 1,2024/2025,Paris Saint-Germain,Le Havre,2025-04-19 00:00:00+00:00,2,1,0,H
4514127,Ligue 1,2024/2025,Rennes,Nantes,2025-04-18 00:00:00+00:00,2,1,0,H
4507059,La Liga,2024/2025,Deportivo Alaves,Real Madrid,2025-04-13 00:00:00+00:00,0,1,2,A
4535517,Serie A,2024/2025,Juventus,Lecce,2025-04-12 18:45:00+00:00,2,1,0,H
4535509,Serie A,2024/2025,Parma,Inter,2025-04-05 16:00:00+00:00,2,2,1,D
4514048,Ligue 1,2024/2025,Brest,Monaco,2025-04-05 00:00:00+00:00,2,1,0,H
4507043,La Liga,2024/2025,Valencia,Mallorca,2025-03-30 00:00:00+00:00,1,0,0,H
4535499,Serie A,2024/2025,Lecce,Roma,2025-03-29 19:45:00+00:00,0,1,2,A
4535482,Serie A,2024/2025,Atalanta,Inter,2025-03-16 19:45:00+00:00,0,2,2,A
4514032,Ligue 1,2024/2025,Lyon,Le Havre,2025-03-16 00:00:00+00:00,4,2,0,H
4507027,La Liga,2024/2025,Rayo Vallecano,Real Sociedad,2025-03-16 00:00:00+00:00,2,2,1,D
4513932,Ligue 1,2024/2025,Marseille,Nantes,2025-03-02 00:00:00+00:00,2,0,0,H
4513936,Ligue 1,2024/2025,Lens,Le Havre,2025-03-01 00:00:00+00:00,3,4,2,A
4513926,Ligue 1,2024/2025,Nantes,Lens,2025-02-23 00:00:00+00:00,3,1,0,H
4534744,Bundesliga,2024/2025,Mainz 05,St. Pauli,2025-02-22 14:30:00+00:00,2,0,0,H
4534733,Bundesliga,2024/2025,Werder Bremen,Hoffenheim,2025-02-16 14:30:00+00:00,1,3,2,A
4535444,Serie A,2024/2025,Lazio,Napoli,2025-02-15 17:00:00+00:00,2,2,1,D
4506988,La Liga,2024/2025,Osasuna,Real Madrid,2025-02-15 00:00:00+00:00,1,1,1,D
4513917,Ligue 1,2024/2025,Brest,Auxerre,2025-02-14 00:00:00+00:00,2,2,1,D
4534717,Bundesliga,2024/2025,Union Berlin,RB Leipzig,2025-02-01 17:30:00+00:00,0,0,1,D
4535333,Serie A,2024/2025,Lazio,Fiorentina,2025-01-26 19:45:00+00:00,1,2,2,A
4534702,Bundesliga,2024/2025,RB Leipzig,Bayer Leverkusen,2025-01-25 14:30:00+00:00,2,2,1,D
4535323,Serie A,2024/2025,Como,Udinese,2025-01-20 19:45:00+00:00,4,1,0,H
4535325,Serie A,2024/2025,Hellas Verona,Lazio,2025-01-19 17:00:00+00:00,0,3,2,A
4534699,Bundesliga,2024/2025,Union Berlin,Mainz 05,2025-01-19 14:30:00+00:00,2,1,0,H
4534695,Bundesliga,2024/2025,Bayern München,Wolfsburg,2025-01-18 14:30:00+00:00,3,2,0,H
4513838,Ligue 1,2024/2025,Rennes,Brest,2025-01-18 00:00:00+00:00,1,2,2,A
4535576,Serie A,2024/2025,Inter,Bologna,2025-01-15 19:45:00+00:00,2,2,1,D
4535316,Serie A,2024/2025,Napoli,Hellas Verona,2025-01-12 19:45:00+00:00,2,0,0,H
4514110,Ligue 1,2024/2025,Toulouse,Strasbourg,2025-01-12 00:00:00+00:00,1,2,2,A
4514112,Ligue 1,2024/2025,Auxerre,Lille,2025-01-10 00:00:00+00:00,0,0,1,D
4506929,La Liga,2024/2025,Real Madrid,Sevilla,2024-12-22 00:00:00+00:00,4,2,0,H
4506931,La Liga,2024/2025,Osasuna,Athletic Club,2024-12-21 00:00:00+00:00,1,2,2,A
4535549,Serie A,2024/2025,Milan,Genoa,2024-12-15 19:45:00+00:00,0,0,1,D
4534657,Bundesliga,2024/2025,RB Leipzig,Eintracht Frankfurt,2024-12-15 18:30:00+00:00,2,1,0,H
4534658,Bundesliga,2024/2025,Borussia Dortmund,Hoffenheim,2024-12-15 16:30:00+00:00,1,1,1,D
4506922,La Liga,2024/2025,Mallorca,Girona,2024-12-14 00:00:00+00:00,2,1,0,H
4506913,La Liga,2024/2025,Osasuna,Deportivo Alaves,2024-12-08 00:00:00+00:00,2,2,1,D
4534651,Bundesliga,2024/2025,Eintracht Frankfurt,Augsburg,2024-12-07 14:30:00+00:00,2,2,1,D
4506901,La Liga,2024/2025,Real Sociedad,Real Betis,2024-12-01 00:00:00+00:00,2,0,0,H
4514080,Ligue 1,2024/2025,Marseille,Monaco,2024-12-01 00:00:00+00:00,2,1,0,H
4514076,Ligue 1,2024/2025,Le Havre,Angers,2024-12-01 00:00:00+00:00,0,1,2,A
4534642,Bundesliga,2024/2025,Werder Bremen,VfB Stuttgart,2024-11-30 14:30:00+00:00,2,2,1,D
4514067,Ligue 1,2024/2025,Nice,Strasbourg,2024-11-24 00:00:00+00:00,2,1,0,H
4514069,Ligue 1,2024/2025,Lille,Rennes,2024-11-24 00:00:00+00:00,1,0,0,H
4535384,Serie A,2024/2025,Inter,Napoli,2024-11-10 19:45:00+00:00,1,1,1,D
4535381,Serie A,2024/2025,Cagliari,Milan,2024-11-09 17:00:00+00:00,3,3,1,D
4506884,La Liga,2024/2025,Villarreal,Deportivo Alaves,2024-11-09 00:00:00+00:00,3,0,0,H
4534612,Bundesliga,2024/2025,Bayer Leverkusen,VfB Stuttgart,2024-11-01 19:30:00+00:00,0,0,1,D
4506854,La Liga,2024/2025,Athletic Club,Espanyol,2024-10-19 00:00:00+00:00,4,1,0,H
4535352,Serie A,2024/2025,Fiorentina,Milan,2024-10-06 18:45:00+00:00,2,1,0,H
4513949,Ligue 1,2024/2025,Lyon,Nantes,2024-10-06 00:00:00+00:00,2,0,0,H
4535300,Serie A,2024/2025,Bologna,Atalanta,2024-09-28 18:45:00+00:00,1,1,1,D
4513905,Ligue 1,2024/2025,Lens,Nice,2024-09-28 00:00:00+00:00,0,0,1,D
4513907,Ligue 1,2024/2025,Le Havre,Lille,2024-09-28 00:00:00+00:00,0,3,2,A
4506808,La Liga,2024/2025,Girona,Rayo Vallecano,2024-09-25 00:00:00+00:00,0,0,1,D
4534575,Bundesliga,2024/2025,St. Pauli,RB Leipzig,2024-09-22 17:30:00+00:00,0,0,1,D
4513897,Ligue 1,2024/2025,Angers,Nantes,2024-09-22 00:00:00+00:00,1,1,1,D
4506802,La Liga,2024/2025,Villarreal,Barcelona,2024-09-22 00:00:00+00:00,1,5,2,A
4535296,Serie A,2024/2025,Lecce,Parma,2024-09-21 18:45:00+00:00,2,2,1,D
4506767,La Liga,2024/2025,Real Betis,Getafe,2024-09-18 00:00:00+00:00,2,1,0,H
4535282,Serie A,2024/2025,Como,Bologna,2024-09-14 13:00:00+00:00,2,2,1,D
4506768,La Liga,2024/2025,Girona,Osasuna,2024-08-29 00:00:00+00:00,4,0,0,H
4534548,Bundesliga,2024/2025,St. Pauli,FC Heidenheim,2024-08-25 15:30:00+00:00,0,2,2,A
4534545,Bundesliga,2024/2025,Augsburg,Werder Bremen,2024-08-24 13:30:00+00:00,2,2,1,D
4513010,Ligue 1,2024/2025,Angers,Lens,2024-08-18 00:00:00+00:00,0,1,2,A
4230823,Serie A,2023/2024,Atalanta,Fiorentina,2024-06-02 16:00:00+00:00,2,3,2,A
4230908,Serie A,2023/2024,Hellas Verona,Inter,2024-05-26 18:45:00+00:00,2,2,1,D
4230906,Serie A,2023/2024,Empoli,Roma,2024-05-26 18:45:00+00:00,2,1,0,H
4230910,Serie A,2023/2024,Lazio,Sassuolo,2024-05-26 18:45:00+00:00,1,1,1,D
4230907,Serie A,2023/2024,Frosinone,Udinese,2024-05-26 18:45:00+00:00,0,1,2,A
4230913,Serie A,2023/2024,Napoli,Lecce,2024-05-26 16:00:00+00:00,0,0,1,D
4230904,Serie A,2023/2024,Atalanta,Torino,2024-05-26 16:00:00+00:00,3,0,0,H
4205720,La Liga,2023/2024,Sevilla,Barcelona,2024-05-26 00:00:00+00:00,1,2,2,A
4205714,La Liga,2023/2024,Celta Vigo,Valencia,2024-05-26 00:00:00+00:00,2,2,1,D
4205715,La Liga,2023/2024,Getafe,Mallorca,2024-05-26 00:00:00+00:00,1,2,2,A
4230911,Serie A,2023/2024,Milan,Salernitana,2024-05-25 18:45:00+00:00,3,3,1,D
4230909,Serie A,2023/2024,Juventus,Monza,2024-05-25 16:00:00+00:00,2,0,0,H
4205719,La Liga,2023/2024,Real Sociedad,Atletico Madrid,2024-05-25 00:00:00+00:00,0,2,2,A
4205717,La Liga,2023/2024,Osasuna,Villarreal,2024-05-25 00:00:00+00:00,1,1,1,D
4205713,La Liga,2023/2024,Almeria,Cadiz,2024-05-25 00:00:00+00:00,6,1,0,H
4230912,Serie A,2023/2024,Genoa,Bologna,2024-05-24 18:45:00+00:00,2,0,0,H
4205716,La Liga,2023/2024,Girona,Granada,2024-05-24 00:00:00+00:00,7,0,0,H
4230905,Serie A,2023/2024,Cagliari,Fiorentina,2024-05-23 18:45:00+00:00,2,3,2,A
